你好再见,#genre#
第93集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_3vvyuizx/v/11/pv/1/ev/16/flavorId/1_mvk8j1i2/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第94集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_bqoswxi8/v/11/pv/1/ev/16/flavorId/1_pjrx0gbl/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第95集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_8n9v0p5b/v/11/pv/1/ev/16/flavorId/1_rsbpuvnh/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第96集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_kf7l027c/v/11/pv/1/ev/16/flavorId/1_if4oo8hn/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第97集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_lq5g5c5u/v/11/pv/1/ev/16/flavorId/1_phywf3jf/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第98集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_7thhisrr/v/11/pv/1/ev/16/flavorId/1_4pgwg1rg/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第99集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_jthlj864/v/11/pv/1/ev/16/flavorId/1_ee64hoqo/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第100集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_3qrsbue4/v/11/pv/1/ev/16/flavorId/1_tix9ei3y/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第101集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_wcu89emi/v/11/pv/1/ev/16/flavorId/1_x1q3jda4/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第102集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_bmx0jpvd/v/11/pv/1/ev/16/flavorId/1_g9z9bujw/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第103集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_i6z9utql/v/11/pv/1/ev/16/flavorId/1_725lxmat/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第104集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_2p5xol9s/v/11/pv/1/ev/16/flavorId/1_w6ab8arj/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第105集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_4to1d46u/v/11/pv/1/ev/16/flavorId/1_67ut1o0r/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第106集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_tv2zdy22/v/11/pv/1/ev/16/flavorId/1_vm3v27ke/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第107集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_857iaf14/v/11/pv/1/ev/16/flavorId/1_84rs1aca/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第108集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_7kclxfeh/v/11/pv/1/ev/16/flavorId/1_hsbbu8l2/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第109集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_8riudw6t/v/11/pv/1/ev/15/flavorId/1_r5wdeuat/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第110集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_ea3mf2vt/v/11/pv/1/ev/16/flavorId/1_ynck9y6h/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第111集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_ncs5a76b/v/11/pv/1/ev/16/flavorId/1_bbvh4lio/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第112集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_2vkhs3u9/v/11/pv/1/ev/16/flavorId/1_j3l75hwp/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第113集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_mymi5w2g/v/11/pv/1/ev/16/flavorId/1_m9b2yxsi/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第114集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_ixetm5ea/v/11/pv/1/ev/16/flavorId/1_cfwocroq/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第115集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_h6a08yfe/v/11/pv/1/ev/16/flavorId/1_hawy438r/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第116集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_09la670f/v/11/pv/1/ev/16/flavorId/1_ehl6un1k/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第117集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_2r144sln/v/11/pv/1/ev/16/flavorId/1_i1aatv4h/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第118集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_ljmptn9w/v/11/pv/1/ev/16/flavorId/1_dw4jwrer/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第119集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_vtkl2hgg/v/11/pv/1/ev/16/flavorId/1_90993yd6/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第120集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_ehqn3bmh/v/11/pv/1/ev/16/flavorId/1_ggcxe54e/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第121集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_wi6ff2nm/v/11/pv/1/ev/16/flavorId/1_hzcq2370/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第122集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_r06q7vyf/v/11/pv/1/ev/16/flavorId/1_5yvfaynr/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第123集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_jtqfv5zi/v/11/pv/1/ev/16/flavorId/1_rolp9jso/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第124集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_i3uvb0d1/v/11/pv/1/ev/16/flavorId/1_klhbl0ca/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第125集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_0059jfe3/v/11/pv/1/ev/16/flavorId/1_b03s7j7t/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第126集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_atz2v8iz/v/11/pv/1/ev/16/flavorId/1_myweqlbb/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第127集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_gsjzn6mm/v/11/pv/1/ev/16/flavorId/1_84mffulc/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第128集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_1llx6vto/v/11/pv/1/ev/16/flavorId/1_tx9qzf6j/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第129集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_miegkb5q/v/11/pv/1/ev/16/flavorId/1_god9wny9/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第130集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_cpyujpth/v/11/pv/1/ev/16/flavorId/1_4em4nrlk/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第131集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_jq3jlx97/v/11/pv/1/ev/16/flavorId/1_ftofdqn2/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第132集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_rsz664mv/v/11/pv/1/ev/16/flavorId/1_jbpk5zjn/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第133集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_mmxzz8ib/v/11/pv/1/ev/16/flavorId/1_0mnxpaw8/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第134集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_17fp0yjq/v/11/pv/1/ev/16/flavorId/1_0pvdb65d/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第135集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_27l0kff4/v/11/pv/1/ev/16/flavorId/1_4jzgjyy3/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第136集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_ug4cayfo/v/11/pv/1/ev/16/flavorId/1_tf5ltz8p/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第137集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_dyfcbs17/v/11/pv/1/ev/16/flavorId/1_pnjmo7xz/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第138集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_fwiqfufj/v/11/pv/1/ev/16/flavorId/1_srxjkpx5/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第139集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_p4kuxx9i/v/11/pv/1/ev/16/flavorId/1_r1142k8l/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第140集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_k0ldctkz/v/11/pv/1/ev/16/flavorId/1_kb1m9c2b/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第141集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_apbd4dbl/v/11/pv/1/ev/16/flavorId/1_zfy13lv9/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第142集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_63tj9xnr/v/11/pv/1/ev/16/flavorId/1_y7ylwr6g/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第143集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_xlqx1i9n/v/11/pv/1/ev/16/flavorId/1_i91lxhac/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第144集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_utbpgrc9/v/11/pv/1/ev/16/flavorId/1_y5masljm/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第145集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_wrqwrkfs/v/11/pv/1/ev/16/flavorId/1_czu7iqdm/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第146集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_jiva3iys/v/11/pv/1/ev/16/flavorId/1_q7avn32x/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第147集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_xas6wfxm/v/11/pv/1/ev/16/flavorId/1_2ng75cgx/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第148集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_1ngq67i4/v/11/pv/1/ev/16/flavorId/1_wi7eret7/name/a.mp4/index.m3u8/index-v1-a1.m3u8
第149集,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_zrsnnf0i/v/11/pv/1/ev/16/flavorId/1_4sp2wdw9/name/a.mp4/index.m3u8/index-v1-a1.m3u8








新国单片,#genre#
过江新娘,https://k-toggle.akamaized.net/fhls/p/2082311/sp/208231100/serveFlavor/entryId/1_n3jpnyqk/v/1/pv/1/ev/16/flavorId/1_m9uxlx6i/name/a.mp4/index.m3u8/index-v1-a1.m3u8
钱不够用1,http://v5.qrssv.com/202407/31/47ALKgJNXr7/video/2000k_1080/hls/index.m3u8
钱不够用2,http://v5.fentvoss.com/yyv5/202407/31/j6CB5RT4w07/video/2000k_1080/hls/index.m3u8
钱不够用3,https://ukzy.ukubf3.com/20240617/BX5lwfAV/2000kb/hls/index.m3u8?skipl=1
小贩之王,http://cdn7.ryplay7.com/20250110/10373_fd763936/2000k/hls/index.m3u8
小贩之王备,http://vodcnd04.myqqdd.com/20250411/t7TuG5Uk/3755kb/hls/index.m3u8



韩日单片,#genre#
暴力規則,http://c1.7bbffvip.com/video/baoliguize/%E9%AB%98%E6%B8%85/index.m3u8
滚烫的爱,http://s1.bfzycdn.com/video/guntangdeai/HD中字/index.m3u8
担保,http://s6.bfzycdn.com/video/danbao/HD中字/index.m3u8
传说的拳头,http://s1.bfzycdn.com/video/chuanshuodequantou/HD%E4%B8%AD%E5%AD%97/index.m3u8
第十一个妈妈,http://vip1.lz-cdn7.com/20230107/13283_be9f823f/2000k/hls/mixed.m3u8
從邪惡中拯救我,http://s2.bfzycdn.com/video/congxieezhongzhengjiuwo/HD中字/index.m3u8
白兔糖,http://c1.ddbbffcdn.com/video/baitutang/HD中字/index.m3u8
名偵探奶奶,http://s2.bfzycdn.com/video/owenji/HD中字/index.m3u8
失蹤時刻,http://s6.bfzycdn.com/video/shizong/HD中字/index.m3u8
空白,http://s6.bfzycdn.com/video/kongbai/HD%E4%B8%AD%E5%AD%97/index.m3u8
白小姐,http://s6.bfzycdn.com/video/baixiaojie/HD中字/index.m3u8
千寻小姐,http://c1.ddbbffcdn.com/video/qianxunxiaojie/HD中字/index.m3u8
帅哥们,http://c1.ddbbffcdn.com/video/shuaigemen/HD/index.m3u8
父亲与伊藤先生,http://s1.bfzycdn.com/video/fuqinyuyitengxiansheng/HD中字/index.m3u8
东京塔,http://vip.lzcdn2.com/20220401/1757_17ea781c/1800k/hls/mixed.m3u8
比悲伤更悲伤的故事,http://ukzy.ukubf4.com/20220408/y1EkQ6j9/2000kb/hls/index.m3u8
新常態,http://c1.rrcdnbf5.com/video/xinchangtai/HD/index.m3u8
率性而活,http://s1.bfzycdn.com/video/lvxingerhuo/HD中字/index.m3u8
雪路,http://ukzy.ukubf4.com/20220407/25QcblKA//2000kb/hls/index.m3u8
花漾奶奶秀英文,http://c1.ddbbffcdn.com/video/wonengshuo/HD中字/index.m3u8
祸乱,http://s5.bfzycdn.com/video/huoluan/中字/index.m3u8
对我而言非常珍贵的你,http://s6.bfzycdn.com/video/duiwolaishuofeichangzhenguideni/HD中字/index.m3u8
你是我的命运,http://ukzy.ukubf4.com/20220407/LNpp8FxT/2000kb/hls/index.m3u8
我脑海中的橡皮擦,http://s4.bfzycdn.com/video/wonaozhongdexiangpica/HD中字/index.m3u8
國際市場,http://s6.bfzycdn.com/video/guojishichang/HD中字/index.m3u8
七日綁票令,http://cdn6.vipzyk-video.com/20220904/12894_6c18b4f8/1000k/hls/mixed.m3u8
丈夫得了抑郁症,http://3mzm3u8.com/20250929/OMc817P9/2940kb/hls/index.m3u8
等着你,http://1080p.huyall.com/play/xe736yBe/index.m3u8
不可饶恕,http://ukzy.ukubf4.com/20220407/pmD8wX8g/2000kb/hls/index.m3u8
宠爱,http://c1.rrcdnbf5.com/video/chongai2024/HD%E4%B8%AD%E5%AD%97/index.m3u8
釜山行1,http://c1.ddbbffcdn.com/video/fushanxing/HD%E4%B8%AD%E5%AD%97/index.m3u8
釜山行2,http://vip.dytt-cine.com/20250523/25661_54526e43/3000k/hls/mixed.m3u8
恶人传,http://s2.bfzycdn.com/video/erenchuan/HD中字/index.m3u8
邻居,http://v1.longshengtea.com/yyv1/202308/20/THwES320vJ2/video/2000k_1080/hls/index.m3u8
犯罪都市1,http://vip.dytt-cine.com/20250521/25513_09007e0c/3000k/hls/mixed.m3u8
犯罪都市2,http://vip.dytt-cine.com/20250521/25511_d3a80d22/3000k/hls/mixed.m3u8
犯罪都市3,http://vip.dytt-cine.com/20250521/25512_f935853f/3000k/hls/mixed.m3u8
犯罪都市4,http://vip.dytt-cine.com/20250521/25515_788719cc/3000k/hls/mixed.m3u8
白头山,http://vip.dytt-kan.com/20250607/478_cfee3986/3000k/hls/mixed.m3u8
愤怒的黄牛,http://vip.lz-cdn16.com/20230623/28660_d8ab10c2/2000k/hls/mixed.m3u8
坏家伙们,http://vip.dytt-kan.com/20250610/558_1bb91f73/3000k/hls/mixed.m3u8
恶意编年史,http://play.ly166.com:65/videos/20250119/678c67a41672d95e8355bcea/cace60/index.m3u8
兄弟,http://cdn5.vipzyk-video.com/20220521/17290_d85b958a/1000k/hls/mixed.m3u8
流感,http://s6.bfzycdn.com/video/liugan/HD%E4%B8%AD%E5%AD%97/index.m3u8
奇妙幽灵,http://vip.dytt-kan.com/20250711/2364_f7e2b2b7/3000k/hls/mixed.m3u8
向日葵,http://vip.ffzy-online2.com/20230524/37757_d2799d74/2000k/hls/mixed.m3u8
韩剧爱回家,http://vip.lz-cdn16.com/20230318/13255_6bdf4b39/2000k/hls/mixed.m3u8
儿童食堂,http://tyyszywvod5.com/videos/202412/30/6771cb1b8b3ec726a9faa3d0/22g46e/index.m3u8
不求上進的玉子,http://v1.tlkqc.com/wjv1/202308/19/7ZskJLKsZv2/video/1000k_720/hls/index.m3u8



中国单片,#genre#
无人区,http://s1.bfzycdn.com/video/wurenqu/HD/index.m3u8
中国飞侠,http://c1.rrcdnbf2.com/video/zhongguofeixia/HD国语/index.m3u8
误杀2,http://s1.bfzycdn.com/video/wusha2/HD国语版/index.m3u8
孔雀,http://s1.bfzycdn.com/video/kongque/HD/index.m3u8
阳光普照,http://s6.bfzycdn.com/video/yangguangpuzhao2019/HD国语/index.m3u8
滿意的幸福,http://play.ly166.com:65/videos/20250121/678f1ca91353f55eafa4f8b8/09b6eg/index.m3u8
唐山大地震,http://s1.bfzycdn.com/video/tangshandadizhen/HD国语/index.m3u8
坚如磐石,http://tyyszywvod5.com/videos/202501/16/67881a4e24f068e79f1d15aa/74e2e5/index.m3u8
灿烂的她,http://tyyszywvod5.com/videos/202501/16/6788251424f068e79f1e1aac/cdgc16/index.m3u8
南极之恋,http://s1.bfzycdn.com/video/nanjizhilian/HD国语版/index.m3u8
日照好人,http://s1.bfzycdn.com/video/rizhaohaoren/HD国语/index.m3u8
美丽的大脚,http://s1.bfzycdn.com/video/meilidedajiao/HD/index.m3u8
再见李可乐,http://vip.dytt-live.com/20250502/5554_b3af1c79/3000k/hls/mixed.m3u8
人生大事,http://p.bvvvvvvvvv1f.com/video/renshengdashi/HD国语/index.m3u8
小小的我,http://vod.360zyx.vip/20250131/H3yvncpM/1001kb/hls/index.m3u8
烈火英雄,http://ukzy.ukubf4.com/20220407/DtzloVDs/2000kb/hls/index.m3u8?t=1756037272406
外公芳齡38,http://mzm3u8.vip/20250730/TJrAzzYc/1438kb/hls/index.m3u8
假如我是这个世上最爱你的人,http://ukzy.ukubf3.com/20241106/2zdEjrmt/2000kb/hls/index.m3u8
默殺,https://cdn.wlcdn99.com:777/4d62963c/index.m3u8
向阳花,http://tyyszywvod5.com/videos/202505/23/68306684bb9a31b0b3fe28d1/gf04df/index.m3u8
遙望南方的童年,http://vip.lzcdn2.com/20220417/3676_97d5375e/1200k/hls/mixed.m3u8
我不是药神1,http://b2.bdzybf22.com/videos/202504/06/67ed443f296ce36fb75b6df1/e2b8ge/index.m3u8
我不是药神2,http://vod.360zyx.vip/20250130/Ap1iIEXp/3303kb/hls/index.m3u8
烽火地雷战,http://p.bvvvvvvvvv1f.com/video/fenghuodileizhan/HD国语/index.m3u8
狼圖騰,http://vip.dytt-film.com/20250126/2681_dcda54e2/3000k/hls/mixed.m3u8
叫一声妈妈,http://p.bvvvvvvv7f.com/video/jiaoyishengmama/HD/index.m3u8
平凡英雄,http://s1.bfzycdn.com/video/pingfanyingxiong2022/HD%E5%9B%BD%E8%AF%AD/index.m3u8
真愛找麻煩,http://vip.dytt-live.com/20250511/6347_bc1ad6e8/3000k/hls/mixed.m3u8
731电影tc版,http://play.xluuss.com/play/vbmL8kOa/index.m3u8
南京照相馆tc版,http://8.bf8bf.com/video/nanjingzhaoxiangguan/TC/index.m3u8
东极岛tc版,http://8.bf8bf.com/video/dongjidao/TS/index.m3u8



外国单片,#genre#
一条狗的回家路,http://s2.bfzycdn.com/video/yitiaogoudehuijialu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
神探狗笨吉,http://s1.bfzycdn.com/video/shentangoubenji/HD国语/index.m3u8
不存在的房間,http://s2.bfzycdn.com/video/fangjian/HD国语/index.m3u8
蛛網男孩,http://s5.bfzycdn.com/video/zhuwangnanhai/HD/index.m3u8
捡来的孩子,http://s6.bfzycdn.com/video/jianlaidehaizi/HD中字/index.m3u8
热血教师,http://vip1.lz-cdn7.com/20230304/14734_2ff9c22b/2000k/hls/mixed.m3u8
触不可及,http://s1.bfzycdn.com/video/chubukeji/HD中字/index.m3u8
追风筝的人,http://s1.bfzycdn.com/video/zhuifengzhengderen/HD中字/index.m3u8
僵尸肖恩,http://s1.bfzycdn.com/video/jiangshixiaoen/HD中字/index.m3u8
情人眼里出西施,http://s2.bfzycdn.com/video/qingrenyanlichuxishi/HD中字/index.m3u8
真假天才,http://s4.bfzycdn.com/video/zhenjiatiancai/HD中字/index.m3u8
天堂门票,http://s1.bfzycdn.com/video/tiantangmenpiao/HD中字/index.m3u8
年少十七,http://s4.bfzycdn.com/video/shiqisui2019/HD中字/index.m3u8
生命中的百米,http://ukzy.ukubf4.com/20220408/q3CxVw0q/2000kb/hls/index.m3u8
Ai人工智慧,http://s1.bfzycdn.com/video/rengongzhineng/HD/index.m3u8
勇敢的人,http://s1.bfzycdn.com/video/yongganderen/HD中字/index.m3u8
公牛,http://vip1.lz-cdn1.com/20220531/7165_f69dc3b8/1200k/hls/mixed.m3u8
天倫之旅,http://s1.bfzycdn.com/video/tianlunzhilv/HD中字/index.m3u8
蝴蝶,http://c1.ddbbffcdn.com/video/hudie2002/HD中字/index.m3u8
大力神,http://vip1.lz-cdn1.com/20230812/21772_c09b92f7/2000k/hls/mixed.m3u8
隱秘,http://vip1.lz-cdn7.com/20230302/14668_55b427e4/2000k/hls/mixed.m3u8
讲台深处,http://s5.bfzycdn.com/video/jiangtaishenchu/HD中字/index.m3u8
充气娃娃之恋,http://c1.ddbbffcdn.com/video/chongqiwawazhilian/HD中字/index.m3u8
热辣奇多的诞生,http://s6.bfzycdn.com/video/relaqiduodedansheng/HD/index.m3u8
铁腕校长,http://s2.bfzycdn.com/video/tiewanxiaochang/HD中字/index.m3u8
童心列車,http://tyyszywvod5.com/videos/202501/16/67886ba084120ce729ea5b1f/ed36gf/index.m3u8
羊急了也跳墙,http://c1.rrcdnbf4.com/video/yangjiliaoyetiaoqiang/HD中字/index.m3u8
天赐宝贝,http://s6.bfzycdn.com/video/tiancibaobei/HD/index.m3u8
黑暗边缘,http://s1.bfzycdn.com/video/heianbianyuan/HD中字/index.m3u8
我的天才寶貝,http://s6.bfzycdn.com/video/wodetiancaibaobei/HD%E4%B8%AD%E5%AD%97/index.m3u8
天堂真的存在,http://vip.dytt-film.com/20250311/12118_5407aabf/3000k/hls/mixed.m3u8
火辣奇多的誕生,http://s6.bfzycdn.com/video/relaqiduodedansheng/HD/index.m3u8
别惹我,http://1080p.huyall.com/play/vbmN6EdY/index.m3u8
心之所愛,http://p.bvvvvvvv7f.com/video/xinzhisuoai/HD/index.m3u8
天才的礼物,http://1080p.huyall.com/play/QdJYZPbO/index.m3u8
酸雨蚀刻,http://ukzy.ukubf3.com/20241201/xk3cFIwr/2000kb/hls/index.m3u8
火星救援,http://ukzy.ukubf4.com/20220331/W8WIPqyC/2000kb/hls/index.m3u8
終極假期,http://v1.tlkqc.com/wjv1/202308/19/bcqRqnZHNx2/video/1000k_720/hls/index.m3u8
行走距離,http://v1.tlkqc.com/wjv1/202308/19/3WSfde1ukw2/video/1000k_720/hls/index.m3u8
金刚,http://svipsvip.ffzy-online5.com/20240514/27243_6a0055ac/3000k/hls/mixed.m3u8
憨豆特工1,http://cdn2.vipzyk-video.com/20220505/18542_75f23339/1000k/hls/mixed.m3u8
憨豆特工2,http://play.xluuss.com/play/rb22pNbW/index.m3u8
憨豆特工3,http://cdn5.vipzyk-video.com/20220530/21151_2a430aaa/1000k/hls/mixed.m3u8



香港单片,#genre#
水餃皇后,http://ukzyvod3.ukubf5.com/20250704/BZlHLGba/2000kb/hls/index.m3u8
毒舌律师,https://c1.rrcdnbf6.com/video/dushelvshi/粤语/index.m3u8
破地狱,http://p.bvvvvvvv7f.com/video/podiyu/HD粤语/index.m3u8
心想事成,http://mzm3u8.com/20250115/01h82mbJ/1100kb/hls/index.m3u8
树大招风,http://ukzy.ukubf4.com/20220407/SN1KrLdL/2000kb/hls/index.m3u8?_=1746110455697
合家欢,http://v6.qrssv.com/202504/10/j8wyR3cBNC24/video/2000k_1080/hls/index.m3u8
鐵板燒,http://v4.qrssv.com/202504/06/Ff9tGggVDE24/video/2000k_1080/hls/index.m3u8
鸡同鸭讲,https://sd5.taopianplay1.com:43333/c56b1bc09da3/HD/2023-07-07/1/4a3b48579583/69479a49ef5d/playlist.m3u8
半斤八兩,http://tyyszywvod5.com/videos/202503/09/67cc8ee6643269f77a1fb7cb/b67c4c/index.m3u8
賣身契,http://play.xluuss.com/play/Xe08XQKe/index.m3u8
鬼馬雙星,http://v6.qrssv.com/202504/27/tiSLYKkwNf19/video/2000k_1080/hls/index.m3u8
瘦虎肥龙,http://v13.qrssv.com/202506/06/jCKcVJ35pX20/video/2000k_1080/hls/index.m3u8
审死官,http://s6.bfzycdn.com/video/shensiguan/HD%E7%B2%A4%E8%AF%AD/index.m3u8
大顯神通,http://s1.bfzycdn.com/video/zuijiapaidang2daxianshentong/HD%E7%B2%A4%E8%AF%AD/index.m3u8
轰天皇家将,http://v4.qdhdcate.com/yyv4/202504/10/SLUmLm2w5124/video/2000k_1080/hls/index.m3u8
打工皇帝,http://vip.dytt-film.com/20250117/288_48aedb88/3000k/hls/mixed.m3u8
旺角监狱,http://cdn13.hdzyk-cdn.com/20221216/1096_03b682ea/2000k/hls/mixed.m3u8
监狱风云1,http://vip.lz-cdn3.com/20230114/17168_e01bb4d8/1800k/hls/mixed.m3u8
监狱风云2,http://vip.lz-cdn3.com/20230114/17170_ada58afc/1800k/hls/mixed.m3u8
零号追杀,http://v8.tlkqc.com/wjv8/202309/16/TexzCgLC9A1/video/1000k_720/hls/index.m3u8
